Title,Content,Poetry Collection,URL,Writer
Gặp cha,"Ngờ ngợ bóng ai xa
A! đúng rồi bóng cha
Tôi ôm người nức nở:
Biết không con đợi chờ

Đôi mắt người ứa lệ
Mái tóc bạc rung rung
Chuyện những ngày xa cách
Con kể cha nghe cùng

Cha ơi đây vần thơ
Ngày xa cha con viết
Như nỗi nhớ thương cha
Nói bao giờ cho hết

Cha nghĩ gì - đứng lặng?
Sao cha lại đi kìa?
Ngoài trời mưa rét lắm!
Cha ơi cha đừng đi

Nhưng cha tôi chẳng nghe
Xăm xăm chân vẫn bước
Có gì đợi bên kia
Mà bóng người vun vút

Tôi vùng chạy theo cha
Không làm sao đuổi được
Cầu vẫn bắc ngang sông
Mà chân không thể bước

Bàng hoàng tôi thét lớn:
- Chờ con, cha ơi cha
Không tiếng nào đáp lại
Chỉ mình tôi ngẩn ngơ

Gà gáy sáng thấy tóc đầm nước mắt
Đất nước chia lìa đau cả giấc mơ!",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/G%E1%BA%B7p-cha/poem-XyWr0eR1OF53T2fiCDmDYA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Lòng mẹ,"Ông trăng vẫn cao trên đầu
Con gà còn chưa gáy sáng
Bập bùng lửa bếp đã hồng
Mẹ già dậy rồi, đun nước

Để mấy thằng con bộ đội
Uống cho ấm bụng đường xa
Chúng lo đi mẹ chưa dậy
Nên chào mẹ từ hôm qua

Một thằng quê ở miền Nam
Cả ngày quen kêu: ""má... má""
Thấy mẹ ăn cơm tép diu
Nó bảo: quê con nhiều cá
Bao giờ thống nhất Bắc Nam
Con mang về đây biếu má

Còn con - quê con ở Huế
Mời mẹ bao giờ vào chơi
Thăm sông Hương thăm thành cổ
Con đưa mẹ đi khắp nơi

Biết mẹ bận làm hợp tác
Chúng chăm giúp mẹ việc nhà
Đống giấm chúng đốt tối qua
Có dễ bây giờ còn cháy

Đã cách mười năm kháng chiến
Vẫn giống các anh khi xưa
Ôi mấy thằng con bộ đội
Cái nết sao mà dễ ưa!

Mẹ dong mớ rơm lửa bùng
Ấm nước reo lên khe khẽ
Bỗng trong lòng mẹ xốn xang
Chúng chưa đi sao nhớ thế!

Rót nước chè tươi vào tích
Ủ trong ấm giỏ để bàn
Mẹ vội chạy ra ngoài bãi
Bẻ dăm bảy bắp ngô non

Hẳn luộc nồi ngô còn kịp
Trời chưa sáng rõ mặt người
Chắc chúng còn đang ngủ kỹ
Dậy ăn, đi cũng vừa thôi

Rón rén mẹ bước vào nhà
Ô... sao không nghe tiếng thở
Ấm nước trên bàn nóng nguyên
Ngọn đèn hãm xanh hạt đỗ

Mẹ vội vặn to ngọn đèn
Soi lại chỗ giường chúng ngủ
Chiếu đã gấp lại gọn gàng
Chúng đi... chúng đi rồi đó!

Ôi cái thằng con ở Huế
Tiếng nói nghe sao nhỏ nhẹ
Ôi cái thằng con Sài Gòn
Cả ngày quen kêu: ""má... má""

Bao giờ thống nhất Bắc Nam
Nó mang về đây con cá
Bao giờ thống nhất Bắc Nam
Để mẹ về chơi quê Huế",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/L%C3%B2ng-m%E1%BA%B9/poem-w0WyntrDDLQb3cnlrk_dBw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Câu chuyện quanh vết bánh xe,"Thôn nhỏ nằm ven đường cái lớn
Bọn trẻ con quen lệ hằng ngày
Cứ mỗi lần xe chạy qua đây
Là chúng ùa ra: ""a ô tô!... a ô tô!"" rối rít
Có lần nào xe chết
Hoặc xe đỗ ven đường
Lập tức chúng trèo lên
Đệm ghế ngồi nhún nhảy
Đứa bám vào thành, đứa bóp còi ầm ĩ
Mặc anh lái xe la hét om sòm
Cho tới khi xe lại lên đường
Chúng còn đuổi theo trong đám bụi
Người lái xe - có đôi người quay lại
Còn quát thêm vài tiếng trước khi xa
Cũng có anh thái độ hiền hoà
Vẫy vẫy chúng với nu cười độ lượng
Xe khuất rồi mặt đường còn in vết
Những vết bánh xe mang bụi tự nơi nào
Những nếp in trên mặt nhựa nắng xôn xao
Nhìn vết bánh xe bọn trẻ chuyện trò ríu rít:
Đứa nói phỏng anh từ đâu đến
Và chúng đoán xem anh sẽ tới nơi nào
Lòng trẻ thơ bỗng ước vọng nao nao:
- Khi nào lớn tao lái xe lên Tây Bắc
- Khi nào lớn tao lái xe sang Trung Quốc
- ... Sang Liên Xô - đi khắp nơi nơi
- Và còn tao - tao lên tận trên trời
(Có em nghĩ đến con tàu vũ trụ)

Hỡi những chiếc xe băng qua đường đó
Anh lái xe, anh nghĩ những gì
Đến những vùng gian khổ anh đi
Pháo sáng bom thù ngăn trước mặt
Anh nghĩ đến một con đường lắm dốc
Lắm ổ gà anh sẽ vượt qua
Đến những khúc sông, đến những bến phà
Ý nghĩ anh đang lao về phía trước
Những mơ ước đằng sau anh nào biết
Những mơ ước quá tầm đang vượt xe anh",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/C%C3%A2u-chuy%E1%BB%87n-quanh-v%E1%BA%BFt-b%C3%A1nh-xe/poem-XdPbFsM-i0VgG5LAV-nudw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Hậu phương,"Tháng mười một đoàn con trai ra đi
Để lại sau lưng những luống cày mới vỡ
Màu đỏ xanh bờ vùng bờ thửa
Ngọn gió đông làm má ửng hồng
Giữa đường cày con sáo đứng bâng khuâng...

Đoàn con gái trở về trong nỗi nhớ
Tập vực trâu, vạch tiếp những đường cày
Ruộng đã bừa xong, mạ vừa hồ rễ
Trước mùa xuân hội cấy chăng dây

Những nhánh lúa theo tay người thẳng tắp
Như lòng thương nối tiếp không cùng
Của hậu phương gửi sâu vào thớ đất
Nỗi nhớ lên xanh cả cánh đồng!",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/H%E1%BA%ADu-ph%C6%B0%C6%A1ng/poem-mwQ7ZrMl4ktxCwpJuUpTNg,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Giữ lửa,"Bão thép bốn bề không gian như vụn nát
Trong tiếng bom tiếng rít máy bay thù
Lòng đất tung lên, bê tông sập xuống
Rất điềm nhiên - anh đứng trước lò

Anh đứng trước hơn ngàn độ nóng
Điều gió, điều than qua kính ngắm
Khối lửa đều hoà lò vẫn quay vẫn quay...
Bàn tay nào giữ anh lại đây!

Có phải ngọn lửa nghèo xóm thợ
Trăm năm qua không tỏ mặt người
Có phải ánh điện đèn rực rỡ
Vừa bật lên đã thấu suốt niềm vui?

Ôi lò nung như tim đập bồi hồi
Lửa của yêu thương, lửa niềm tin, căm giận
Dẫu có chết quyết không dời chỗ đứng
Phải giữ lò, giữ lấy lửa đời ta

Thành phố cảng hôm nay đỏ mắt nhìn lên
Ống khói vẫn bay cao những vòng khói trắng
Niềm xúc động như sóng ngầm lẳng lặng
Soi mặt nhau biết lửa vẫn còn",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Gi%E1%BB%AF-l%E1%BB%ADa/poem-G8LQpKsZmdK9YT8FhbGdjQ,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Cây Hà Nội,"Người trồng cây cầm súng ra đi
Cây ở lại ngóng tin người chiến đấu

""Ta trồng phi lao dọc lối sông Hồng
Che Hà Nội bình yên trong gió bão...
Đường Thanh Niên cây kim phượng ta trồng
Bóng đã đủ che người ra mâm pháo...
Đường Nguyễn Du giấc ngủ dậy, không chừng
Hương hoa sữa lay màn thức giấc
Dừa soi mặt hồ vườn hoa Thống Nhất
Mới năm năm đã bói quả mùa đầu
Chưa kịp hái mà! Ta xin hẹn mùa sau
Cây bàng xanh dẫu bàng đứng chỗ nào -
Ta nhớ mãi đi nơi nào cũng nhớ
Cây sao đen dọc đường phố chợ
Mùa đông về không biết rét, cứ xuân
Ta ra đi còn ngoảnh lại tần ngần
Nghĩ bom chém cụt cành!""... ta nghẹn thở

Người trồng cây nay cầm súng ra đi
Bốn phương trời đâu chiến đấu, đấy là quê
Thoáng gặp lại một hình cây Hà Nội
Giữa đất nước như rừng nghìn tên gọi
Khi đồng đội ngủ bên đường bóng mát theo che",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/C%C3%A2y-H%C3%A0-N%E1%BB%99i/poem-MFtsttvuP2T9CIC4zscjPg,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Cột đèn góc phố,"Góc phố con cao nhất cột đèn
Trong tầm mắt thơ ngây bọn trẻ
Những hốc chéo luồn tấm lưng nhỏ bé
Chân cột xi măng mài nhẵn đũng quần
Những trò chơi: ""đuổi bắt, ú tim...""
Cột đèn thuộc, và quen từng nét mặt
Khi đêm đã về trên mặt đất
Giấc ngủ êm đềm trên những giường con
Các trò chơi quanh chiếc cột đèn
Trong giấc mơ các em mơ tiếp
Còn cột đèn thì uy nghi thức gác
Và gửi theo các em, ánh sáng đến từng nhà

Các em đi sơ tán những nơi xa
Lòng nhớ mẹ nhớ thày bạn cũ
Nhớ một tán bàng xanh bên cửa...
Góc phố con - nhớ chiếc cột đèn

Góc phố con, sau một trận bom
Của giặc Mỹ, cột đèn đã gãy

Ít lần sau tôi đi qua phố ấy
Gặp những ngôi nhà trên nền vỡ đang xây
Và chiếc cột đèn trong tầm mắt thơ ngây
Cao nhất phố
                 Đứng thay vào chỗ cũ
Lại dẫn những luồng đèn soi trên đường nhựa
Tìm theo các em, ánh sáng đến từng nhà
A cột đèn cũng mang dáng trầm tư
Nhớ các em - Dẫu chưa hề gặp
Hẹn các em ngày mai sum họp
Lại những trò chơi quanh chiếc cột đèn...

Ôi phải niềm vui ta dựng lại y nguyên
Cho lòng trẻ không bao giờ mất mát?",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/C%E1%BB%99t-%C4%91%C3%A8n-g%C3%B3c-ph%E1%BB%91/poem-4Hl29k93DCpoNfpYFH5kIA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Vết đạn trên tường,"Tất cả như bình yên
Như bình yên tất cả
Nếu cây sấu bên ngoài không sém lá
Chiếc nôi mây không sót lại bên đường
Nếu vết đạn kia không khoét trên tường
Chỗ nhà đứng nếu sắc trời không bỡ ngỡ

Tất cả bình yên
Bạch Mai Bờ Hồ tàu điện leng keng
Màu hoa phượng nồng nàn trên mỗi bước
Pháo nghển cổ dưới hàng cây thẳng tắp
Cây thẳng hàng như bộ đội đứng nghiêm
Nhà sơ tán có ai về mới lát
Chiều mùa thu Hà Nội vội lên đèn

Mai sau, mai sau càng không sao biết
Mai sau khi giặc Mỹ diệt lâu rồi
Nhà ta cao, cao khuất mặt trời
Chỗ bom cũ đã trồng hoa đẹp
Tất cả bình yên...
Nhiều việc quá khó ai mà nhớ hết
Riêng vết đạn trên tường không dễ nào quên",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/V%E1%BA%BFt-%C4%91%E1%BA%A1n-tr%C3%AAn-t%C6%B0%E1%BB%9Dng/poem-8iF9yL4hMslW-Fx5gXPq9A,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Lòng yêu thủ đô,"Sau tiếng còi báo động đầu tiên
Ta bỗng yêu biết bao nhiêu - thủ đô Hà Nội
Yêu cái nắng Ba Đình mỗi mùa thu nắng trải
Trên cờ sao trên tóc bạc Bác Hồ
Vết sẹo lòng ta - Vết đạn cửa ô
Còn nhức nhối mỗi lần ta gặp lại
Trên dãy phố Hàng Đào chật chội
Yêu cả cái bực mình khi xe vướng phải nhau
Đường Thanh Niên cây rợp bóng trên đầu
Giữa hàng cây dòng trời xanh bát ngát
Dãy nhà Kim Liên - mỗi viên gạch lát
Một niềm vui ta dựng mỗi căn phòng
Hạt phù sa trên bãi sông Hồng
Đã nuôi ta từ những ngày bé bỏng
Tàu điện leng keng phố phường vang động
Nhịp trái tim dồn theo tiếng bánh xe quay...

Niềm yêu đâu chỉ ở đường phố rộng dài
Ánh điện xôn xao nước máy tràn mát rượi
Ôi lòng yêu thủ đô Hà Nội
Còn ở những đêm báo động tắt đèn
Những chiến hào mới xẻ đã thân quen
Phút im lặng trước giờ dữ dội
Cả góc cầu thang tối tăm đầy muỗi
Nơi trú ẩn con ta vừa mới chào đời
Hà Nội
        Gác cao dựng những pháo đài
Lòng căm giận để nơi đầu ngọn súng
Băm sáu phố phường rung động
Mặt ngẩng cao đối mặt với quân thù

Dẫu cha ông yêu thành phố ngày xưa
Từ thuở: ""Thăng Long phi chiến địa""
Dẫu cháu con sau này bao thế hệ
Yêu thủ đô qua lớp lớp lâu đài
Không bằng ta yêu Hà Nội hôm nay
Trong lửa đạn những ngày chống Mỹ",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/L%C3%B2ng-y%C3%AAu-th%E1%BB%A7-%C4%91%C3%B4/poem-VO-SNuXI1osR0hBIf1raWA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Chiến hào,"Mặt đất nứt chiến hào
Vạch đường ngang lối dọc
Nào chỉ riêng nơi nào
Khắp trên mình Tổ quốc

Ôi chiến hào chiến hào
Hằn sâu trên mặt đất
Dài như lòng căm thù
Vạch những đường bất khuất

Ta bước trong chiến hào
Mùi đất còn mới mẻ
Mà đã thấy thân quen
Như những ngày thơ bé
Quen lối đi tới trường
Một mùi hương hoa lý

Bởi người lính hôm nay
Dẫu tuổi đời rất trẻ
Nhưng tính tuổi anh hùng
Đã qua nhiều thế hệ

Sau trận xáp mặt thù
Lá thư về viết vội
Chưa kể hết chiến công
Nhưng thay ngàn lời nói
Là bụi đất chiến hào
Chắc quê nhà hiểu nổi
Bởi đoạn chiến hào nào
Chẳng làng quê ta đó
Bát chè xanh nắng trưa
Bóng mẹ về lối nhỏ
Chiến hào ngước nhìn lên
Chuối vườn ai vừa trổ
Một giàn mướp hoa vàng
Một đầm sen trước ngõ

Tiếng gà gáy xôn xao
Gọi lòng về nỗi nhớ...
Đây quê hương quê hương
Lên chiến hào thử lửa

Ta đứng trong chiến hào
Nắng mưa mài trên mũ
Chân mấy bận thay giày
Mắt quen đêm không ngủ

Dù mười, hai mươi năm
Đất này còn giặc Mỹ
Tóc ta dẫu đổi màu
Tuổi ta không còn trẻ
Ôi chiến hào chiến hào
Vẫn cứ còn mới mẻ
Với những lớp người sau
Lại lên đường diệt Mỹ",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Chi%E1%BA%BFn-h%C3%A0o/poem-Y1nXGWuZWnfo8qZrFmOmWA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Bài hát đừng có đợi,"Đừng có đợi - hỡi bà mẹ Mỹ
Nó chết rồi - tháng tám mồng năm
Đứa con bà - thằng giặc phi công
Chúng tôi bắn rồi, nó không về nữa

***

Những người mẹ nước tôi (Điều này bà đã rõ)
Không muốn con mình quằn quại cháy trong nôi
Không muốn con mình gục trên luống đất cày
Nên lũ giặc trời - chúng tôi giết nó

Đừng có đợi - hỡi cô gái Mỹ
Hắn chết rồi - tháng tám mồng năm
Người yêu cô - thằng giặc phi công
Chúng tôi bắn rơi, hắn không về nữa

***

Những người vợ nước tôi không thể nhìn đạn Mỹ
Cày mái đầu thân, mái tóc còn xanh
Không thể trông trên xác chồng mình
Nghiêng cánh sắt hắn cười man rợ

Chúng tan xác rồi, chúng không về nữa
Giữa mảnh máy bay và quân phục giết người
Đừng trách chúng tôi - Hãy nguyền rủa kẻ nào
Đã dạy chúng làm nên tội ác",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/B%C3%A0i-h%C3%A1t-%C4%91%E1%BB%ABng-c%C3%B3-%C4%91%E1%BB%A3i/poem-RS9tVtOW3_lfiElJVS6z2A,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Chuyện con đường sau những năm chống Mỹ,"Lại trở về với rừng núi của mình
Về vị trí - Sau nhiệm kỳ lịch sử
Tiếng suối chảy hồn nhiên không bỡ ngỡ
Tiếng chim ca như đã có từ lâu
Cỏ rậm xanh và cây đã cao
Không ai nhận ra con đường ấy nữa

Những đoàn người hành quân qua đó
Đã trở về nhà máy, nông trường
Trong bàn tay người Thanh niên xung phong
Làm đường ấy - vết chai cũng mất
Chiếc áo trắng trên mình em làm mốc
Trong đêm không đèn, đã rách từ lâu
Đoàn xe ra hoả tuyến năm nào
Đã chạy trên những đường lớn khác
Những đứa trẻ thì chưa hề bước
Trên con đường ấy bao giờ...
Không còn ai có thể nhận ra
Dấu vết của con đường đó nữa

Nhưng từ đáy lòng ta - ta vẫn nhớ
Rằng gần, xa đâu đó có con đường
Khi những con đường chính bị bom
Nó đã mở giữa rừng sâu
                                 Trong những ngày chống Mỹ",Hoa dọc chiến hào (1968),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Chuy%E1%BB%87n-con-%C4%91%C6%B0%E1%BB%9Dng-sau-nh%E1%BB%AFng-n%C4%83m-ch%E1%BB%91ng-M%E1%BB%B9/poem-JdM_MKUlo6HI9K0nhhavqw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Nguồn gốc từ ngữ,"Trích trong bài thơ dài “Những năm tháng không yên”

Tiếng yêu anh nói cùng em
Tiếng ngàn năm của những đêm hội chèo
Tiếng người xưa nói với nhau
Trong câu quan họ “qua cầu gió bay...”
“Người về cởi áo lại đây”
Để thương để nhớ biết ngày nào quên
Núi Thiên Thai, mảnh trăng liềm...
Sông Cầu nước chảy những đêm đợi chờ
Áo tứ thân, tóc đuôi gà
Tiếng yêu ông nói cùng bà ngày xưa

Tiếng yêu ta nói cùng ta
Là khi dọi lại mái nhà dột mưa
Là khi “khăn gói gió đưa”
Đầm sen nắng dãi hương trưa ngạt ngào
Nôn nao theo những con tàu
Xa quê thương ánh đèn dầu lẻ loi
Tiếng yêu người nói với người
Giữa muôn tiếng khóc tiếng cười đua chen
Giữa phố đông, giữa ánh đèn
Giữa bao những tiếng xích xiềng khảo tra

Tiếng yêu mẹ nói cùng cha
Là khi châm lửa đốt nhà, tản cư
Sông Hồng nước cả sóng xô
Bao năm chung sống với cờ - tiếng yêu
Khi cha kéo pháo qua đèo
Giọng hò của mẹ trong veo giữa rừng
Trập trùng những đội dân công
Ngọn măng mai với tấm lòng chiến khu
Tiếng yêu của những ngày xưa
Vượt qua năm tháng bây giờ đến ta
Tiếng yêu từ những ngày xa
Trải bao cay đắng vẫn là vẹn nguyên
Tiếng yêu anh nói cùng em...",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Ngu%E1%BB%93n-g%E1%BB%91c-t%E1%BB%AB-ng%E1%BB%AF/poem-jD6lJ3E7q7XiOJ9Dt4dCkg,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Lời từ giã của Trung đoàn Thủ đô,"Mũ sắt mưa bay lất phất
Trung đoàn lặng lẽ ra đi
Bãi Long Biên gió buốt
Dòng sông đen rì rầm
Ngoảnh nhìn Hà Nội rưng rưng
Liên khu Một bập bùng lửa cháy
Phất Lộc, Nguyễn Siêu, Hàng Chiếu
Ô Quan Chưởng, Cột đồng hồ
Mái nhà cao thấp nhấp nhô
Bao giờ trở lại?
Hà Nội ơi Hà Nội
Những tên người tên phố thân yêu
Những chiến lũy cao
Chồng chất tủ giường bàn ghế
Có chiếc hòm nâu của mẹ
Người mẹ nghèo đầu ô
Chiếc xe nôi trẻ thơ
Lỗ chỗ đầy vết đạn
Chiếc dương cầm nhà ai
Tiếng dây đứt trong đêm chờ giặc
Ta có thằng bạn học
Hy sinh chôn dưới nền nhà
Đêm nay đơn vị rút ra
Các cậu nằm ở lại

Chân bước lòng đau nhói
Đâu những mặt hồ sương muối
Những sân trường lá rụng áo bay
Những đường xưa héo hắt mặt gầy
Cách mạng, tình đầu nắng chói
Nước Cộng hòa một tuổi
Chiến xa quân thù
Như bóng đêm gầm gừ trở lại
Tháng chạp bốn bề lửa khói
Quyết tử quân ra đời
Những công nhân máy đèn
Thợ sắp chữ nhà in
Vai áo dầu lem luốc
Anh giáo tư rút rát
Đưa bàn tay trắng trẻo nhận thanh gươm
Anh sinh viên trường Thuốc ngang tàng
Mang đến con dao giải phẫu
Anh kéo đàn tiệm rượu
Bác phở rong mũ dạ
Ông thợ già bẻ ghi
Những lưng áo suốt đời vá rách
Những bàn tay suốt đời im lặng
Linh hồn của Hà Nội thủ đô
Những người phiêu bạt không nhà
Bốc vác bến sông, gầm cầu nằm ngủ
Gái nhảy, vú em, anh xe, chú tiểu
Có kẻ lần đầu tiên được sống
Có người ngỡ đời mình đã hết
Trong khói thuốc chán chường
Hôm nay ném bút bước ra đường
Đứng vào chiến lũy
Đã quá nhiều đêm nô lệ
Nước Việt thân yêu giờ phút mất còn
Già dặn hay măng tơ
Chân đất hay cà-vạt
Người theo đạo Tin Lành
Người đọc mòn sách Khổng
Và anh, người cộng sản
Hôm xưa vượt ngục Hỏa Lò
Dân phố chỉ biết tên
Qua tấm hình truy nã
Hôm nay ôm bom ba càng
Đi hàng đầu dẫn tất cả xông lên
Đục tường nhà nối lại mọi đời riêng
Sáu mươi ngày quyết liệt
Từng thềm gạch từng tấc đất
Tiếng xung phong tiếng thét rung trời
Địch từ Đồn Thuỷ kéo lên
Từ Cửa Bắc xông ra
Pháo đài Láng quân ta bắn xuống
Cầu Gỗ, Hàng Đường, Cửa Nam, Hàng Bột
Ô Cầu Rền, nhà thương Vọng, hãng dầu Sen
Giặc máy bay xe tăng
Ta súng trường chai cháy
Giặc chiếm nhà ngoài, ta xông ra chiếm lại
Giặc lên gác hai ta gỡ mái nhào vào
Định ở Bắc Bộ Phủ
Thực ở Giảng Võ
Và bao người đã ngã xuống không tên
Bác hàng rong chợ Đồng Xuân
Vung đòn gánh đuổi quân thù quanh phản thịt
Anh bán vé chết trong toa tàu điện
Bác đưa thư già tóc bạc
Trên thềm nhà bưu điện hy sinh
Túi thư chưa kịp gửi khoác bên mình
Tiểu đội nữ cứu thương
Ngã xuống miệng còn ca hát
Những cô gái Ngọc Hà, Lãng Bạc
Những mẹ già Lai Xá, Thụy Khuê...
Đêm nay ra đi
Nhớ từng gương mặt
Nhớ thằng em liên lạc
Nhớ rạp hát Tố Như
Nhớ đường phố cùng ta ngăn bước giặc
Cho khắp nơi cuộc kháng chiến bắt đầu
Nhớ khóm rau xanh bên những cành đào
Trên chiến lũy mưa phùn ướt đẫm
Đêm giao thừa khói trầm nghi ngút
Đọc dòng thư, tất cả rưng rưng:
""Các em quyết tử cho Tổ quốc quyết sinh""
Đôi mắt già Hồ thăm thẳm

Sớm mai thành phố vào tay giặc
Chúng nó đừng hòng khuất phục
Hà Nội là của ta
Một cột điện một mái nhà
Một thằng bạn một thằng em
Một sớm mai yên tĩnh
Ai hát bài ""Suối mơ""
Tiếng xe chạy, tiếng rao quà
Hà Nội lầm than, Hà Nội hào hoa
Hà Nội đêm nay nhắc gọi
Ra đi hôm nay để mãi mãi trở về...
Mưa bay lồng lộng bờ đê
Hà Nội nhòe trong nước mắt
Tam Đảo sau lưng sừng sững
Việt Bắc chiến khu bát ngát
Hồng Hà cuồn cuộn réo sôi

Chỉ xuống dòng sông đỏ rực
Chúng ta thề sẽ trở về",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/L%E1%BB%9Di-t%E1%BB%AB-gi%C3%A3-c%E1%BB%A7a-Trung-%C4%91o%C3%A0n-Th%E1%BB%A7-%C4%91%C3%B4/poem-NMFKZ1ufL2moBDhwau3JLw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Vườn trong thư viện,"1
Khu vườn vàng trong tiếng ve trưa
Trang sách mở dưới vòm cây râm mát
Con đường chạy về xa tít tắp
Bầu trời trong quang mây

Trang sách ngợi ca về những bàn tay
Những kiến trúc đã hoàn thành,
                                    những công trình còn dang dở
Mùi vôi vữa say nồng, giọt mồ hôi đã đổ...
Tiếng hát nào như thoáng đâu đây

Khu vườn im nghe tiếng lá bay
Cây sấu trẻ lần đầu hăm hở gió
Phượng kiên nhẫn bao mùa hoa đỏ
Liễu nghiêng buồn như quá khứ từ lâu

Trang sách nói về những chuyện mai sau
Những dự định. Bao điều chưa hiểu hết
Phương trời lạ, cát vàng, gió biển
Con tàu đi quyết liệt giữa mưa dông
Trang sách nói về chuyện thay đổi dòng sông
Đắp bên lở, phá bên bồi. Mùa lũ

Khu vườn nghĩ đến mùa trở gió
Xanh mùa hè, vàng cuối mùa đông
Mùi khét nồng của năm tháng đạn bom
Những tuổi trẻ từ nơi này ra trận...

2
Yên tĩnh quá - tất cả đều yên tĩnh
Em cùng anh ngồi dưới vườn trưa
Ta lắng nghe chuyện những ngày xưa
Chuyện ngày sau và bây giờ - tất cả

Chúng ta thở cùng hơi thở lá
Mắt ta nhìn cùng ánh nắng qua mi...
Những con đường đang gọi ta kia
Từ trang sách, khu vườn này đã mở

Ta bỗng nhớ - bộn bề nỗi nhớ
Chất phù sa đỏ quánh dưới bàn chân
Thời gian xa và không gian xanh
Ánh đèn biển, con tàu rời bến
Trận mưa núi chập chờn. Ẩn hiện
Những căn hầm ta đến, ta đi
Ánh lửa rừng thức suốt đêm khuya
Quây quần lại tiếng hát người du kích
Bài hát nói về đêm diệt địch
Phút vui mừng khi gặp lại quên hương...

Nhưng chói lòng hơn là nỗi nhớ khu vườn
Là nỗi nhớ nhau - dẫu bây giờ gần gũi thế",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/V%C6%B0%E1%BB%9Dn-trong-th%C6%B0-vi%E1%BB%87n/poem-50aXKMbACGvGoYXTErr6TA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Mái phố,"Yêu thương là lòng anh
Bao dung là mái phố
Sinh ở đây thuở nhỏ
Lớn lên tôi đi xa
Trời khi nắng khi mưa
Lại nhớ về mái phố

Ơi cái màu ngói cổ
Màu áo mẹ gian lao
Những nét thấp đường cao
Tình yêu không bình lặng!

“Mái buồn nghe sấu rụng”
Cảm ơn người làm thơ
Đã đem lòng người xa
Trờ về bên mái phố

Từ những ngày gian khổ
Từ lửa táp bom rơi
Tôi nghĩ về phố tôi
Thấy sao mà vững dạ!

Tôi về trong mái nhỏ
Sau mỗi lần gian nan
Như tìm đến bên anh
Sau mỗi niềm cay đắng

Dưới mái nhà thầm lặng
Nghe nắng trời ngoại ô
Nghe gió mạnh về xô
Niềm xạc xào của lá
Nghe hạt mưa nho nhỏ
Từng động lòng tuổi thơ
Nghe rét mướt tràn về
Và ngừng trên mái phố

Đã quen nhiều gian khổ
Đã quen nhiều hy sinh
Yêu thương là lòng anh
Bao dung là mái phố",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/M%C3%A1i-ph%E1%BB%91/poem-YZyxbK-YR8Xek6FY1rDeHQ,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
